N_geom,N_int_target,N_int_actual,L_dimless,d_min_dimless,frac,method_name,n_plateau,a_lo,a_hi,a_span,a_span_over_dmin,a_ref,A_ref,A_median,A_std,A_min,A_max,A_median_minus_Areq,rel_dE_median,rel_dE_min,rel_dE_max,rel_dE_thresh,ideal_source,bs_backend
56000,56000,56000,16.3724604307158,0.9999704028066755,0.06,plateau_0.06,16,0.0009990598480253401,0.049647870855649125,0.048648811007623784,0.04865025091850551,0.008022130161987282,0.07679184475688106,0.07871556830869773,0.01825651913675572,0.05093316291775198,0.13752220293002332,-0.0008619032372499391,0.057132329938239176,0.024683979643588334,0.09089164010998785,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
56000,56000,56000,16.3724604307158,0.9999704028066755,0.08,plateau_0.08,17,0.0009990598480253401,0.06441513234974267,0.06341607250171732,0.06341794949502877,0.008022130161987282,0.07679184475688106,0.07873529639629194,0.01771147440247121,0.05093316291775198,0.13752220293002332,-0.0008421751496557328,0.05722252074815646,0.024683979643588334,0.10103318562561328,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
56000,56000,56000,16.3724604307158,0.9999704028066755,0.1,plateau_0.10,18,0.0009990598480253401,0.083574767741782,0.08257570789375666,0.08257815197528506,0.010408232361337522,0.07679334559243016,0.07882207438508168,0.01721349367833055,0.05093316291775198,0.13752220293002332,-0.0007553971608659921,0.059948493182489446,0.024683979643588334,0.1114604749500063,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
56000,56000,56000,16.3724604307158,0.9999704028066755,0.12,plateau_0.12,19,0.0009990598480253401,0.10843324461663877,0.10743418476861342,0.10743736461306415,0.010408232361337522,0.07679334559243016,0.07890885237387141,0.0167546903873988,0.05093316291775198,0.13752220293002332,-0.0006686191720762652,0.06267446561682244,0.024683979643588334,0.12595842956632847,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
56000,56000,56000,16.3724604307158,0.9999704028066755,0.14,plateau_0.14,19,0.0009990598480253401,0.10843324461663877,0.10743418476861342,0.10743736461306415,0.010408232361337522,0.07679334559243016,0.07890885237387141,0.0167546903873988,0.05093316291775198,0.13752220293002332,-0.0006686191720762652,0.06267446561682244,0.024683979643588334,0.12595842956632847,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
56000,56000,56000,16.3724604307158,0.9999704028066755,0.16,plateau_0.16,20,0.0009990598480253401,0.14068562624570352,0.13968656639767818,0.1396907008503569,0.01350405674055497,0.07929694256897467,0.07893906531014902,0.01633115218273549,0.05093316291775198,0.13752220293002332,-0.0006384062357986525,0.06550463816942624,0.024683979643588334,0.14362977853054673,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
64000,64000,64000,16.3724604307158,0.9999704040834092,0.01,plateau_0.01,10,0.0008767186246235974,0.009623614456975203,0.008746895832351605,0.00874715471241288,0.0033182076226483054,0.06925950074264621,0.0801264416048704,0.022674960502517365,0.04982327346484979,0.13452291455334092,0.0005489700589227237,0.05148758655176916,0.024211920120694976,0.06697670956574749,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
64000,64000,64000,16.3724604307158,0.9999704040834092,0.02,plateau_0.02,12,0.0008767186246235974,0.01638911661845162,0.01551239799382802,0.015512857111053165,0.004330242532881903,0.08853835814517955,0.0801264416048704,0.020756209966391,0.04982327346484979,0.13452291455334092,0.0005489700589227237,0.05268145983119729,0.024211920120694976,0.06725149941556557,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
64000,64000,64000,16.3724604307158,0.9999704040834092,0.04,plateau_0.04,15,0.0008767186246235974,0.036423488621875076,0.03554676999725148,0.03554782206762838,0.0056509424743633315,0.08017982183580083,0.07957156623406485,0.018570016344797474,0.04982327346484979,0.13452291455334092,-5.905311882825615e-06,0.05587643122840857,0.024211920120694976,0.0844789771156619,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
64000,64000,64000,16.3724604307158,0.9999704040834092,0.06,plateau_0.06,16,0.0008767186246235974,0.04753245051631309,0.0466557318916895,0.046657112751706864,0.007374448568660451,0.07250187339715124,0.0798223138040024,0.017980555448950313,0.04982327346484979,0.13452291455334092,0.0002448422580547255,0.05784880098266747,0.024211920120694976,0.09288257670569598,0.0001,"ideal.txt (3:1:1, 183 modes, k_max=250)",local_cpp_scan
