Knot,Ropelength,Writhe,Average Crossing Number
12n775,98.07916,2.16344,45.17069756
12n776,98.18563,2.10231,44.72262534
12n777,99.8835,-3.11948,43.44352614
12n778,97.90183,6.28778,42.44716282
12n779,96.35844,3.66946,42.81367333
12n780,97.06879,1.97898,44.12627199
12n781,96.58248,0.42242,43.23345912
12n782,95.35347,-0.92195,42.97534167
12n783,97.84094,4.71597,44.3245523
12n784,100.63739,2.27381,45.73787572
12n785,98.6098,-4.68002,43.43965393
12n786,99.48762,4.57662,44.50194383
12n787,94.00058,3.12041,41.16099708
12n788,97.75223,1.72427,42.51013044
12n789,105.9939,-2.06958,48.084423
12n790,102.33598,-0.5655,46.03838196
12n791,97.98538,6.08525,44.29568879
12n792,97.41344,-2.36296,42.62501525
12n793,96.59542,6.36793,41.4425812
12n794,99.16191,-0.65109,42.97450164
12n795,97.8769,4.61491,42.29479209
12n796,98.78752,8.69033,43.91309478
12n797,95.41525,7.29669,43.7847359
12n798,97.00972,-3.18737,41.86620402
12n799,100.93274,4.55753,46.39398085
12n800,98.60846,-3.25335,44.75017342
12n801,92.52508,7.51859,40.46216618
12n802,99.8717,-0.58672,44.47726286
12n803,99.20449,6.11916,44.65412393
12n804,100.30904,3.46063,43.74505946
12n805,97.35374,1.66093,42.02831588
12n806,95.07076,10.9431,43.17397546
12n807,91.25455,7.6432,40.13803648
12n808,92.35481,4.22766,41.65609245
12n809,91.38645,4.01645,40.2208626
12n810,94.86367,0.6983,43.66706641
12n811,93.96355,5.09911,41.31951891
12n812,94.0631,1.57007,41.65931268
12n813,96.97023,-1.97563,43.9114021
12n814,97.00026,6.02811,43.77003502
12n815,96.12399,1.4561,42.78492072
12n816,98.26772,-1.80634,45.24860184
12n817,93.12393,0.87829,41.12786097
12n818,97.73768,2.23072,41.844016
12n819,98.41094,3.48578,44.2290326
12n820,97.1083,-10.29723,41.72673488
12n821,94.10152,-0.63051,40.27156875
12n822,95.3991,5.00677,39.37253222
12n823,98.54966,-8.69184,43.65583675
12n824,95.41338,0.90011,41.59732367
12n825,94.8102,3.268,41.37657199
12n826,100.14224,4.62157,44.41199091
12n827,105.03767,3.25626,46.11294934
12n828,99.68712,0.65358,43.73084714
12n829,95.53713,-4.80792,40.68681082
12n830,89.35387,9.56523,37.20626399
12n831,95.52057,4.90552,42.28899288
12n832,97.47853,-6.25782,42.65945743
12n833,98.68411,-2.1295,44.14641514
12n834,98.36454,7.32256,44.08691376
12n835,93.98956,-0.56216,41.69507234
12n836,100.57649,8.60969,44.96249487
12n837,100.34469,-0.70131,43.69787047
12n838,93.45256,3.55408,40.55572225
12n839,99.26517,-6.14959,44.84454472
12n840,100.05568,-3.38579,45.48622104
12n841,100.67865,-2.1501,46.58852536
12n842,101.29186,0.50679,46.49639347
12n843,98.74336,4.58356,44.70956337
12n844,99.05333,-0.91242,43.88449528
12n845,99.67886,2.21664,44.06248378
12n846,97.81281,0.48107,42.6199944
12n847,95.44379,3.03685,42.25092584
12n848,99.98332,6.12444,43.98751034
12n849,101.71263,8.52298,45.75932838
12n850,88.37094,12.27881,38.55796105
12n851,93.66172,10.42978,38.60898307
12n852,99.47744,0.62913,45.49958401
12n853,99.86878,-0.64854,43.54916881
12n854,101.74424,4.76493,45.90268712
12n855,99.93139,-0.61364,42.14774382
12n856,97.01233,-2.36197,41.22874354
12n857,101.57444,-2.17534,46.75847048
12n858,101.00531,-4.81636,45.68168501
12n859,102.22474,0.47395,46.81129866
12n860,98.66211,-3.39818,44.00625134
12n861,97.73154,5.9786,44.21039588
12n862,104.44318,5.84075,47.55133889
12n863,104.02458,8.62681,46.32254054
12n864,99.51224,3.43238,46.36656266
12n865,101.88646,-2.24315,45.12673878
12n866,99.67045,0.61384,45.17643742
12n867,99.36163,-8.62842,44.46135005
12n868,95.41798,1.06844,41.82753012
12n869,100.19049,4.56213,45.95169688
12n870,98.55013,2.46193,42.1698152
12n871,98.48804,5.84013,45.52901955
12n872,100.39239,-2.24195,45.65185946
12n873,96.78886,-0.09053,42.81557765
12n874,98.72996,3.28481,45.56890724
12n875,98.079,3.3899,43.67313819
12n876,97.52154,1.69365,43.15944589
12n877,100.51397,-3.45486,46.0723444
12n878,99.09664,3.37433,45.40502339
12n879,99.89178,-3.4117,45.41927217
12n880,99.93505,0.68872,45.34781993
12n881,98.78424,9.75612,42.34267391
12n882,96.88592,-10.31311,42.32198708
12n883,98.31816,3.46895,43.66138849
12n884,96.96986,1.95895,42.11914758
12n885,100.5176,0.51628,45.62194139
12n886,100.89584,4.63434,46.03995354
12n887,95.93502,7.63971,43.3283167
12n888,96.24508,14.56729,42.64523177
