N_geom,N_int_target,N_int_actual,L_dimless,d_min_dimless,fit_method,plateau_frac,n_plateau,A_K,A_spread,A_ratio,a_fit_ref_dimless,a_nc_m,a_nc_over_rc,lambda_K,p_exp,root_count,min_root_count,root_choice,a_star_m,a_star_over_rc,E_star_J,delta_lambda_over_rc,is_min,status,notes
4000,2000,2000,16.37149808226001,0.9973910048686013,plateau_0.12,0.12,12,0.08652106558383829,0.03212794983186875,1.0872557760757882,0.0654930898510121,1.4691551412758935e-15,1.0427155752175317,0.003,2,1,1,closest_to_a_nc,1.4516404698052377e-15,1.0302847432215245,1.4946576196228601e-36,-0.013322493422128545,True,inconclusive,n_plateau=12; Biot-Savart downsampled
4000,2000,2000,16.37149808226001,0.9973910048686013,plateau_0.12,0.12,12,0.08652106558383829,0.03212794983186875,1.0872557760757882,0.0654930898510121,1.4691551412758935e-15,1.0427155752175317,0.01,2,1,1,closest_to_a_nc,1.4148143001200881e-15,1.0041478025898078,1.509989687595911e-36,-0.03945943405384522,True,inconclusive,n_plateau=12; Biot-Savart downsampled
4000,2000,2000,16.37149808226001,0.9973910048686013,plateau_0.16,0.16,14,0.08652106558383829,0.03173658125680995,1.0872557760757882,0.07350473954008314,1.4691551412758935e-15,1.0427155752175317,0.0,2,1,1,closest_to_a_nc,1.4704114656270382e-15,1.043607236643653,1.4935327330925328e-36,0.0,True,inconclusive,n_plateau=14; Biot-Savart downsampled; no-contact case
4000,2000,2000,16.37149808226001,0.9973910048686013,plateau_0.16,0.16,14,0.08652106558383829,0.03173658125680995,1.0872557760757882,0.07350473954008314,1.4691551412758935e-15,1.0427155752175317,0.001,2,1,1,closest_to_a_nc,1.4704114656270382e-15,1.043607236643653,1.4959052691069185e-36,0.0,True,inconclusive,n_plateau=14; Biot-Savart downsampled
4000,2000,2000,16.37149808226001,0.9973910048686013,plateau_0.16,0.16,14,0.08652106558383829,0.03173658125680995,1.0872557760757882,0.07350473954008314,1.4691551412758935e-15,1.0427155752175317,0.003,2,1,1,closest_to_a_nc,1.4516404698052377e-15,1.0302847432215245,1.5004990211235087e-36,-0.013322493422128545,True,inconclusive,n_plateau=14; Biot-Savart downsampled
4000,2000,2000,16.37149808226001,0.9973910048686013,plateau_0.16,0.16,14,0.08652106558383829,0.03173658125680995,1.0872557760757882,0.07350473954008314,1.4691551412758935e-15,1.0427155752175317,0.01,2,1,1,closest_to_a_nc,1.4148143001200881e-15,1.0041478025898078,1.51583108909656e-36,-0.03945943405384522,True,inconclusive,n_plateau=14; Biot-Savart downsampled
4000,4000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.0,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.5535006484427785e-36,0.0,True,stable,no-contact case
4000,4000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.001,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.5555382206340784e-36,0.0,True,stable,
4000,4000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.003,2,1,1,closest_to_a_nc,1.3789144401285312e-15,0.9786682993640179,1.5595483820436458e-36,-0.012655047127995256,True,drift,
4000,4000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.01,2,1,1,closest_to_a_nc,1.343933232171246e-15,0.9538407986105525,1.572913141967941e-36,-0.03748254788146066,True,drift,
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.08,0.08,13,0.0809847813480265,0.025550924031765544,1.017684776542143,0.031622553265040605,1.421374227437646e-15,1.0088036338183413,0.0,2,1,1,closest_to_a_nc,1.4148061731631477e-15,1.0041420345777425,1.4989904302298082e-36,0.0,True,stable,n_plateau=13; no-contact case
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.08,0.08,13,0.0809847813480265,0.025550924031765544,1.017684776542143,0.031622553265040605,1.421374227437646e-15,1.0088036338183413,0.001,2,1,1,closest_to_a_nc,1.4148061731631477e-15,1.0041420345777425,1.5011062863835079e-36,0.0,True,stable,n_plateau=13
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.08,0.08,13,0.0809847813480265,0.025550924031765544,1.017684776542143,0.031622553265040605,1.421374227437646e-15,1.0088036338183413,0.003,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.505319353081653e-36,-0.01281868808572939,True,stable,n_plateau=13
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.08,0.08,13,0.0809847813480265,0.025550924031765544,1.017684776542143,0.031622553265040605,1.421374227437646e-15,1.0088036338183413,0.01,2,1,1,closest_to_a_nc,1.3613114781009986e-15,0.9661748041841074,1.519278155335528e-36,-0.03796723039363514,True,drift,n_plateau=13
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.12,0.12,16,0.07953037512116964,0.023231081753001127,0.999408168871628,0.04230709278529342,1.4085531686733775e-15,0.9997040382149307,0.0,2,1,1,closest_to_a_nc,1.4148061731631477e-15,1.0041420345777425,1.53810215072646e-36,0.0,True,stable,n_plateau=16; no-contact case
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.12,0.12,16,0.07953037512116964,0.023231081753001127,0.999408168871628,0.04230709278529342,1.4085531686733775e-15,0.9997040382149307,0.001,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.5401781566839212e-36,-0.01281868808572939,True,stable,n_plateau=16
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.12,0.12,16,0.07953037512116964,0.023231081753001127,0.999408168871628,0.04230709278529342,1.4085531686733775e-15,0.9997040382149307,0.003,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.5442533010665206e-36,-0.01281868808572939,True,stable,n_plateau=16
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.12,0.12,16,0.07953037512116964,0.023231081753001127,0.999408168871628,0.04230709278529342,1.4085531686733775e-15,0.9997040382149307,0.01,2,1,1,closest_to_a_nc,1.3613114781009986e-15,0.9661748041841074,1.5578565582968288e-36,-0.03796723039363514,True,drift,n_plateau=16
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.16,0.16,18,0.08160104316848604,0.02193802431759424,1.0254289509735173,0.04893519328650008,1.4267720230411672e-15,1.0126346557366557,0.0,2,1,1,closest_to_a_nc,1.4331008689349423e-15,1.0171264796435984,1.521167134805886e-36,0.0,True,drift,n_plateau=18; no-contact case
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.16,0.16,18,0.08160104316848604,0.02193802431759424,1.0254289509735173,0.04893519328650008,1.4267720230411672e-15,1.0126346557366557,0.001,2,1,1,closest_to_a_nc,1.4148061731631477e-15,1.0041420345777425,1.5233224952405498e-36,-0.012984445065855832,True,drift,n_plateau=18
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.16,0.16,18,0.08160104316848604,0.02193802431759424,1.0254289509735173,0.04893519328650008,1.4267720230411672e-15,1.0126346557366557,0.003,2,1,1,closest_to_a_nc,1.4148061731631477e-15,1.0041420345777425,1.5275542075479488e-36,-0.012984445065855832,True,drift,n_plateau=18
4000,4000,4000,16.37149808226001,0.9973852756688407,plateau_0.16,0.16,18,0.08160104316848604,0.02193802431759424,1.0254289509735173,0.04893519328650008,1.4267720230411672e-15,1.0126346557366557,0.01,2,1,1,closest_to_a_nc,1.3789144401285312e-15,0.9786682993640179,1.541661570164792e-36,-0.03845818027958048,True,drift,n_plateau=18
4000,8000,4000,16.37149808226001,0.9973852756688407,global,,0,0.07851422626951421,nan,0.9866388658023704,0.07041117970783432,1.3995257938760569e-15,0.9932969651699984,0.0,2,1,1,closest_to_a_nc,1.3967450240318207e-15,0.9913233464920131,1.5535006484427785e-36,0.0,True,stable,no-contact case
